size,n,dt,dx,a,xmed,stdvar,skew,iter,time,program_time,a_real,xmod_real,stdvar_real,skew_real,real_time
700,512,1.0e-19,1.367e+00,100.00000000,20.00022923,7.10276100,-0.10402350,64777,6.478e-15,61.4958333969,100.00000000,20.00018155,5.04047634,-0.00000000,2.1739541041e-14
700,512,5.0e-19,1.367e+00,100.00000000,20.00208175,7.10292694,-0.10403552,12956,6.478e-15,10.3977878094,100.00000000,20.00203425,5.04048008,-0.00000000,2.1740547957e-14
700,512,1.0e-18,1.367e+00,99.99999999,20.00208174,7.10292694,-0.10403552,6478,6.478e-15,10.7049162388,100.00000000,20.00203423,5.04048008,-0.00000000,2.1740547948e-14
700,512,5.0e-18,1.367e+00,99.99996471,20.01442090,7.10403406,-0.10411551,1296,6.480e-15,2.0373320580,100.00000000,20.01437459,5.04050496,-0.00000000,2.1747254759e-14
700,512,1.0e-17,1.367e+00,99.99887204,20.01426660,7.10404423,-0.10411395,648,6.480e-15,1.0832834244,100.00000000,20.01422028,5.04050465,-0.00000000,2.1747170893e-14
700,512,5.0e-17,1.367e+00,96.64556769,20.09541686,7.11518454,-0.10302174,130,6.500e-15,0.2165417671,100.00000000,20.09537004,5.04066844,-0.00000000,2.1791274659e-14
700,1024,1.0e-19,6.836e-01,100.00000000,20.00095610,5.14811594,0.02818004,25944,2.594e-15,76.5869045258,100.00000000,20.00090849,5.04047781,0.00000000,2.1739936122e-14
700,1024,5.0e-19,6.836e-01,99.99999980,20.00558177,5.14814972,0.02818133,5191,2.596e-15,13.6552908421,100.00000000,20.00553460,5.04048714,-0.00000000,2.1742450350e-14
700,1024,1.0e-18,6.836e-01,99.99999346,20.01328918,5.14820609,0.02818346,2597,2.597e-15,17.7351334095,100.00000000,20.01324276,5.04050268,-0.00000000,2.1746639626e-14
700,1024,5.0e-18,6.836e-01,99.97962790,20.01185008,5.14827760,0.02818041,521,2.605e-15,3.5591046810,100.00000000,20.01180352,5.04049977,-0.00000000,2.1745857421e-14
700,1024,1.0e-17,6.836e-01,99.35659506,20.06942468,5.15016894,0.02814721,262,2.620e-15,1.7807950974,100.00000000,20.06937531,5.04061594,0.00000000,2.1777146888e-14
700,2048,1.0e-19,3.418e-01,99.99999975,20.00060885,5.07803802,0.00808911,14087,1.409e-15,100.9048354626,100.00000000,20.00056120,5.04047711,0.00000000,2.1739747376e-14
700,2048,5.0e-19,3.418e-01,99.99921835,20.00907169,5.07807166,0.00809029,2818,1.409e-15,20.3710680008,100.00000000,20.00902486,5.04049417,0.00000000,2.1744347256e-14
700,2048,1.0e-18,3.418e-01,99.97504532,20.00825376,5.07808350,0.00808987,1409,1.409e-15,10.1159584522,100.00000000,20.00820685,5.04049252,-0.00000000,2.1743902681e-14
700,2048,5.0e-18,3.418e-01,48.14577306,20.11980744,5.09466585,0.00789304,285,1.425e-15,2.0056452751,100.00000000,20.11976291,5.04071774,0.00000000,2.1804531842e-14
700,4096,1.0e-19,1.709e-01,99.99999926,20.00196498,5.01382459,0.00227998,6725,6.725e-16,160.4450654984,100.00000000,20.00191747,5.04047984,-0.00000000,2.1740484488e-14
700,4096,5.0e-19,1.709e-01,99.99768560,20.00177283,5.01382435,0.00228047,1345,6.725e-16,33.2178146839,100.00000000,20.00172530,5.04047946,-0.00000000,2.1740380048e-14
700,4096,1.0e-18,1.709e-01,99.92621218,20.02865109,5.01386571,0.00228948,673,6.730e-16,16.7417006493,100.00000000,20.02860612,5.04053366,0.00000000,2.1754989398e-14
850,256,1.0e-19,3.320e+00,100.00000000,20.00022565,9.31524676,-0.73019413,138353,1.384e-14,58.3984897137,100.00000000,20.00017797,5.04047634,-0.00000000,2.1739539093e-14
850,256,5.0e-19,3.320e+00,100.00000000,20.00080389,9.31534263,-0.73020723,27671,1.384e-14,11.0634558201,100.00000000,20.00075626,5.04047750,-0.00000000,2.1739853386e-14
