,size,n,dt,dx,a,xmed,stdvar,skew,iter,time,program_time,a_real,xmod_real,stdvar_real,skew_real,real_time
152,550,256,1e-19,2.148,100.0,20.00034157,10.22729675,0.0,77066,7.707e-15,17.4186146259,100.0,20.0002939,5.04047657,0.0,2.1739606249e-14
153,550,256,5e-19,2.148,100.0,20.00241774,10.22770071,0.0,15414,7.707e-15,3.4615323544,100.0,20.00237026,5.04048076,0.0,2.1740734708e-14
154,550,256,1e-18,2.148,100.0,20.00241774,10.22770071,0.0,7707,7.707e-15,1.7409393787,100.0,20.00237026,5.04048076,0.0,2.1740734708e-14
155,550,256,5e-18,2.148,100.0,20.01798894,10.23073057,0.0,1542,7.71e-15,0.3493373394,100.0,20.01794296,5.04051215,0.0,2.1749198138e-14
156,550,256,1e-17,2.148,100.0,20.01798894,10.23073057,0.0,771,7.71e-15,0.178486824,100.0,20.01794296,5.04051215,0.0,2.1749198138e-14
157,550,256,5e-17,2.148,100.0,20.22560496,10.27115557,0.0,155,7.75e-15,0.0387215614,100.0,20.22556191,5.0409319,0.0,2.1862036089e-14
158,550,256,1e-16,2.148,100.0,20.48512499,10.32175632,0.0,78,7.8e-15,0.0179884434,100.0,20.48507953,5.04145957,0.0,2.2003080778e-14
159,550,256,5e-16,2.148,100.0,21.52320512,10.52491005,0.0,16,7.999999999999999e-15,0.003994226500000001,100.0,21.52316563,5.04360367,0.0,2.2567266369000002e-14
160,550,512,1.0000000000000001e-20,1.074,100.0,20.00003673,10.43135308,0.0,790804,7.908e-15,214.8361217976,100.0,19.99998902,5.04047596,0.0,2.1739440554e-14
161,550,512,5e-20,1.074,100.0,20.00008731,10.43136324,0.0,158161,7.908e-15,42.8396704197,100.0,20.00003961,5.04047606,0.0,2.1739468047e-14
162,550,512,1e-19,1.074,100.0,20.00034022,10.43141404,0.0,79081,7.908e-15,21.479383706999997,100.0,20.00029254,5.04047657,0.0,2.1739605509999998e-14
163,550,512,5e-19,1.074,100.0,20.00236348,10.43182046,0.0,15817,7.908e-15,4.2737941742,100.0,20.002316,5.04048065,0.0,2.1740705216000002e-14
164,550,512,1e-18,1.074,100.0,20.00489255,10.43232848,0.0,7909,7.909e-15,2.1470375061,100.0,20.00484532,5.04048575,0.0,2.1742079847e-14
165,550,512,5e-18,1.074,100.0,20.009950699999997,10.43334454,0.0,1582,7.91e-15,0.432312727,100.0,20.00990396,5.04049594,0.0,2.1744829109e-14
166,550,512,1e-17,1.074,100.0,20.009950699999997,10.43334454,0.0,791,7.91e-15,0.2184801102,100.0,20.00990396,5.04049594,0.0,2.1744829109e-14
167,550,512,5e-17,1.074,100.0,20.21227662,10.47401119,0.0,159,7.95e-15,0.047074556399999995,100.0,20.21223238,5.04090489,0.0,2.1854791769999997e-14
168,550,512,1e-16,1.074,100.0,20.46518402,10.52491005,0.0,80,7.999999999999999e-15,0.0249798298,100.0,20.46513673,5.04141891,0.0,2.1992242304e-14
169,550,512,5e-16,1.074,100.0,20.46518402,10.52491005,0.0,16,7.999999999999999e-15,0.0047671795000000005,100.0,20.46513673,5.04141891,0.0,2.1992242304e-14
170,550,1024,1.0000000000000001e-20,0.5371,99.99999997,20.00028348,5.06012068,-0.03291627,63845,6.384e-16,21.5791099072,100.0,20.000235800000002,5.04047645,0.0,2.1739574671e-14
171,550,1024,5e-20,0.5371,99.99999997,20.00153656,5.06012442,-0.03291953,12771,6.385e-16,4.3188254832999995,100.0,20.001489000000003,5.04047898,0.0,2.1740255762e-14
172,550,1024,1e-19,0.5371,99.99999997,20.00466927,5.06013378,-0.03292768,6387,6.387e-16,2.1943457127,100.0,20.00462202,5.040485299999999,0.0,2.1741958487e-14
173,550,1024,5e-19,0.5371,99.99999997,20.00466927,5.06013378,-0.03292768,1279,6.394999999999999e-16,0.4422755241,100.0,20.00462202,5.040485299999999,0.0,2.1741958487e-14
174,550,1024,1e-18,0.5371,99.99999997,20.03599635,5.06022738,-0.03300922,641,6.410000000000001e-16,0.2239580154,100.0,20.03595205,5.04054848,0.0,2.1758985697e-14
175,550,1024,5e-18,0.5371,99.99999997,20.0986505,5.06041481,-0.03317268,130,6.5e-16,0.0475683212,100.0,20.09860399,5.04067497,0.0,2.1793036413e-14
176,550,1024,1e-17,0.5371,99.99999997,20.0986505,5.06041481,-0.03317268,66,6.6e-16,0.025108337400000003,100.0,20.09860399,5.04067497,0.0,2.1793036413e-14
177,550,1024,5e-17,0.5371,99.99999997,20.72519203,5.06230477,-0.03483504,15,7.5e-16,0.0053946972,100.0,20.72514916,5.04195068,0.0,2.2133555243999998e-14
178,550,1024,1e-16,0.5371,99.99999997,23.85789979,5.072181700000001,-0.04392046,9,9e-16,0.0033762454999999997,100.0,23.85785355,5.04862056,0.0,2.3836139429e-14
179,550,1024,5e-16,0.5371,99.99999993,42.65414917,5.14614819,-0.12853705,4,1.9999999999999998e-15,0.0016963482000000002,100.0,42.65410462,5.09873347,-1.34e-06,3.4051647101999997e-14
180,550,2048,1.0000000000000001e-20,0.2686,100.0,20.00025364,5.04047649,0.0,55067,5.507000000000001e-16,26.6136140823,100.0,20.00020596,5.04047639,0.0,2.1739558455e-14
181,550,2048,5e-20,0.2686,100.0,20.00243282,5.04048088,0.0,11014,5.507000000000001e-16,5.3243243694,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
182,550,2048,1e-19,0.2686,100.0,20.00243282,5.04048088,0.0,5507,5.507000000000001e-16,2.7229337692,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
183,550,2048,5e-19,0.2686,100.0,20.02422459,5.04052482,0.0,1102,5.51e-16,0.5419077873,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
184,550,2048,1e-18,0.2686,100.0,20.02422459,5.04052482,0.0,551,5.51e-16,0.2747886181,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
185,550,2048,5e-18,0.2686,100.0,20.31478158,5.04111293,0.0,111,5.549999999999999e-16,0.059956073799999995,100.0,20.31473825,5.04111284,0.0,2.1910502297e-14
186,550,2048,1e-17,0.2686,100.0,20.67797781,5.04185395,0.0,56,5.599999999999999e-16,0.0314218998,100.0,20.67793087,5.04185386,0.0,2.2107893135e-14
187,550,2048,5e-17,0.2686,100.0,23.58354765,5.04801716,0.0,12,6e-16,0.006574869200000001,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
188,550,2048,1e-16,0.2686,100.0,23.58354765,5.04801716,0.0,6,6e-16,0.0035917759,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
189,550,2048,5e-16,0.2686,100.0,52.63924609,5.13227187,0.0,2,9.999999999999999e-16,0.0016138554000000001,99.99998933,52.63922166,5.14204862,-0.09692744,3.9478944226e-14
190,550,4096,1.0000000000000001e-20,0.1343,100.0,20.00025364,5.04047649,0.0,55067,5.507000000000001e-16,42.9697995186,100.0,20.00020596,5.04047639,0.0,2.1739558453999998e-14
191,550,4096,5e-20,0.1343,100.0,20.00243282,5.04048088,0.0,11014,5.507000000000001e-16,8.4857981205,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
192,550,4096,1e-19,0.1343,100.0,20.00243282,5.04048088,0.0,5507,5.507000000000001e-16,4.2969136238,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
193,550,4096,5e-19,0.1343,100.0,20.02422459,5.04052482,0.0,1102,5.51e-16,0.8530092239,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
194,550,4096,1e-18,0.1343,100.0,20.02422459,5.04052482,0.0,551,5.51e-16,0.43988990780000004,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
195,550,4096,5e-18,0.1343,100.0,20.31478158,5.04111293,0.0,111,5.549999999999999e-16,0.0934455395,100.0,20.31473825,5.04111284,0.0,2.1910502297e-14
196,550,4096,1e-17,0.1343,100.0,20.67797781,5.04185395,0.0,56,5.599999999999999e-16,0.0506727695,100.0,20.67793087,5.04185386,0.0,2.2107893135e-14
197,550,4096,5e-17,0.1343,100.0,23.58354765,5.04801716,0.0,12,6e-16,0.0105378628,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
198,550,4096,1e-16,0.1343,100.0,23.58354765,5.04801716,0.0,6,6e-16,0.005745649300000001,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
199,550,4096,5e-16,0.1343,100.0,52.63924609,5.13227187,0.0,2,9.999999999999999e-16,0.0026059151,99.99998933,52.63922166,5.14204862,-0.09692744,3.9478944226e-14
200,700,256,1.0000000000000001e-20,2.734,100.0,20.000014800000002,8.40512562,-4.055e-05,583600,5.836e-15,131.3272337914,100.0,19.9999671,5.04047591,0.0,2.1739428638e-14
201,700,256,5e-20,2.734,100.0,20.00015188,8.40514423,-4.055e-05,116722,5.836e-15,26.4535934925,100.0,20.00010419,5.04047619,0.0,2.1739503146000002e-14
202,700,256,1e-19,2.734,100.0,20.00015188,8.40514423,-4.055e-05,58362,5.836e-15,13.091504097,100.0,20.00010419,5.04047619,0.0,2.1739503146000002e-14
203,700,256,5e-19,2.734,100.0,20.00015188,8.40514423,-4.055e-05,11674,5.837e-15,2.6159110069,100.0,20.00010419,5.04047619,0.0,2.1739503146000002e-14
204,700,256,1e-18,2.734,100.0,20.00015188,8.40514423,-4.055e-05,5838,5.8380000000000006e-15,1.3138465881,100.0,20.00010419,5.04047619,0.0,2.1739503146000002e-14
205,700,256,5e-18,2.734,100.0,20.02756803,8.40886694,-4.059e-05,1170,5.85e-15,0.2652342319,100.0,20.02752295,5.04053147,0.0,2.175440466e-14
206,700,256,1e-17,2.734,100.0,20.02756803,8.40886694,-4.059e-05,586,5.86e-15,0.13462257390000001,100.0,20.02752295,5.04053147,0.0,2.175440466e-14
207,700,256,5e-17,2.734,100.0,20.09610838,8.41817766,-4.068e-05,119,5.95e-15,0.0291516781,100.0,20.09606163,5.04066984,0.0,2.1791654696000002e-14
208,700,256,1e-16,2.734,100.0,20.43881016,8.46481511,-4.112e-05,61,6.1e-15,0.0146021843,100.0,20.43876037,5.04136515,0.0,2.1977907332999998e-14
209,700,256,5e-16,2.734,100.0,21.12421373,8.55850208,-4.201e-05,14,6.999999999999999e-15,0.0033080578000000004,100.0,21.12416444,5.04277324,0.0,2.2350415558e-14
210,700,512,1.0000000000000001e-20,1.367,100.0,20.00014422,5.53320786,-2.99e-06,204711,2.047e-15,54.932624578500004,100.0,20.00009652,5.04047617,0.0,2.1739498979e-14
211,700,512,5e-20,1.367,100.0,20.00092581,5.53322769,-2.99e-06,40943,2.047e-15,10.896448373800002,100.0,20.00087819,5.04047775,0.0,2.17399238e-14
212,700,512,1e-19,1.367,100.0,20.001902800000003,5.53325248,-2.99e-06,20472,2.047e-15,5.4699072838,100.0,20.00185528,5.04047972,0.0,2.1740454825e-14
213,700,512,5e-19,1.367,100.0,20.00776474,5.53340125,-2.99e-06,4095,2.048e-15,1.0965156555,100.0,20.00771779,5.04049154,0.0,2.1743640976e-14
214,700,512,1e-18,1.367,100.0,20.01753465,5.53364923,-2.99e-06,2048,2.048e-15,0.5539443493,100.0,20.01748863,5.04051124,0.0,2.174895122e-14
215,700,512,5e-18,1.367,100.0,20.05661427,5.53464165,-3e-06,410,2.05e-15,0.11289334300000001,100.0,20.05657183,5.04059009,0.0,2.1770192119e-14
216,700,512,1e-17,1.367,100.0,20.05661427,5.53464165,-3e-06,205,2.05e-15,0.05753088,100.0,20.05657183,5.04059009,0.0,2.1770192119e-14
217,700,512,5e-17,1.367,100.0,20.05661427,5.53464165,-3e-06,41,2.05e-15,0.0114068985,100.0,20.05657183,5.04059009,0.0,2.1770192119e-14
218,700,512,1e-16,1.367,100.0,21.03360487,5.5597080000000005,-3.21e-06,21,2.1e-15,0.0059492588,100.0,21.03355863,5.04258577,0.0,2.2301172138000002e-14
219,700,512,5e-16,1.367,100.0,28.849529600000004,5.7772269,-5.08e-06,5,2.5e-15,0.0017006397,100.0,28.84949909,5.06024808,0.0,2.6549028686000003e-14
220,700,1024,1.0000000000000001e-20,0.6836,100.0,20.00002233,5.18577248,0.0,118825,1.1880000000000002e-15,41.2802088261,100.0,19.99997463,5.04047593,0.0,2.1739432730999998e-14
221,700,1024,5e-20,0.6836,100.0,20.0006956,5.18577862,0.0,23767,1.1880000000000002e-15,8.3025269508,100.0,20.00064796,5.04047728,0.0,2.1739798675e-14
222,700,1024,1e-19,0.6836,100.0,20.00237878,5.18579398,0.0,11885,1.1880000000000002e-15,4.1086175442,100.0,20.00233131,5.04048068,0.0,2.1740713535e-14
223,700,1024,5e-19,0.6836,100.0,20.00911149,5.1858554,0.0,2379,1.19e-15,0.8290345669,100.0,20.00906467,5.04049425,0.0,2.1744372972e-14
224,700,1024,1e-18,0.6836,100.0,20.02594326,5.18600901,0.0,1191,1.191e-15,0.4155118465,100.0,20.02589803,5.0405282,0.0,2.1753521549000003e-14
225,700,1024,5e-18,0.6836,100.0,20.05960679,5.186316400000001,0.0,240,1.2e-15,0.0871050358,100.0,20.05956461,5.04059613,0.0,2.1771818633e-14
226,700,1024,1e-17,0.6836,100.0,20.05960679,5.186316400000001,0.0,121,1.21e-15,0.0452144146,100.0,20.05956461,5.04059613,0.0,2.1771818633e-14
227,700,1024,5e-17,0.6836,100.0,20.39624214,5.18940353,0.0,26,1.3e-15,0.0094373226,100.0,20.39619757,5.04127847,0.0,2.1954774499e-14
228,700,1024,1e-16,0.6836,100.0,20.39624214,5.18940353,0.0,14,1.4e-15,0.0051982403,100.0,20.39619757,5.04127847,0.0,2.1954774499e-14
229,700,1024,5e-16,0.6836,100.0,30.49530268,5.2929654,0.0,5,2.5e-15,0.0020651817,100.0,30.49527301,5.06434983,0.0,2.7443484181999997e-14
230,700,2048,1.0000000000000001e-20,0.3418,100.0,20.00025364,5.04047649,0.0,55067,5.507000000000001e-16,27.0437705517,100.0,20.00020596,5.04047639,0.0,2.1739558453999998e-14
231,700,2048,5e-20,0.3418,100.0,20.00243282,5.04048088,0.0,11014,5.507000000000001e-16,5.3049018383,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
232,700,2048,1e-19,0.3418,100.0,20.00243282,5.04048088,0.0,5507,5.507000000000001e-16,2.6771931648,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
233,700,2048,5e-19,0.3418,100.0,20.02422459,5.04052482,0.0,1102,5.51e-16,0.5477452278,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
234,700,2048,1e-18,0.3418,100.0,20.02422459,5.04052482,0.0,551,5.51e-16,0.2770657539,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
235,700,2048,5e-18,0.3418,100.0,20.31478158,5.04111293,0.0,111,5.549999999999999e-16,0.0579924583,100.0,20.31473825,5.04111284,0.0,2.1910502297e-14
236,700,2048,1e-17,0.3418,100.0,20.67797781,5.04185395,0.0,56,5.599999999999999e-16,0.0315957069,100.0,20.67793087,5.04185386,0.0,2.2107893135e-14
237,700,2048,5e-17,0.3418,100.0,23.58354765,5.04801716,0.0,12,6e-16,0.0066740513,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
238,700,2048,1e-16,0.3418,100.0,23.58354765,5.04801716,0.0,6,6e-16,0.0036072731,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
239,700,2048,5e-16,0.3418,100.0,52.63924609,5.13227187,0.0,2,9.999999999999999e-16,0.0016608238000000001,99.99998933,52.63922166,5.14204862,-0.09692744,3.9478944226e-14
240,700,4096,1.0000000000000001e-20,0.1709,100.0,20.00025364,5.04047649,0.0,55067,5.507000000000001e-16,42.772740364099995,100.0,20.00020596,5.04047639,0.0,2.1739558453999998e-14
241,700,4096,5e-20,0.1709,100.0,20.00243282,5.04048088,0.0,11014,5.507000000000001e-16,8.4508771896,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
242,700,4096,1e-19,0.1709,100.0,20.00243282,5.04048088,0.0,5507,5.507000000000001e-16,4.2190828323,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
243,700,4096,5e-19,0.1709,100.0,20.02422459,5.04052482,0.0,1102,5.51e-16,0.8637850284999999,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
244,700,4096,1e-18,0.1709,100.0,20.02422459,5.04052482,0.0,551,5.51e-16,0.4238512516,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
245,700,4096,5e-18,0.1709,100.0,20.31478158,5.04111293,0.0,111,5.549999999999999e-16,0.09191036220000001,100.0,20.31473825,5.04111284,0.0,2.1910502297e-14
246,700,4096,1e-17,0.1709,100.0,20.67797781,5.04185395,0.0,56,5.599999999999999e-16,0.048507452,100.0,20.67793087,5.04185386,0.0,2.2107893135e-14
247,700,4096,5e-17,0.1709,100.0,23.58354765,5.04801716,0.0,12,6e-16,0.0103697777,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
248,700,4096,1e-16,0.1709,100.0,23.58354765,5.04801716,0.0,6,6e-16,0.005642175699999999,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
249,700,4096,5e-16,0.1709,100.0,52.63924609,5.13227187,0.0,2,9.999999999999999e-16,0.0025672913,99.99998933,52.63922166,5.14204862,-0.09692744,3.9478944226e-14
250,850,256,1.0000000000000001e-20,3.32,99.99999672,20.000051199999998,8.54084905,-0.94796309,558607,5.586e-15,126.06131243709999,100.0,20.00000349,5.04047599,0.0,2.1739448418e-14
251,850,256,5e-20,3.32,99.99999672,20.00026602,8.54087919,-0.94796893,111722,5.586e-15,25.0687167645,100.0,20.00021834,5.04047642,0.0,2.1739565181e-14
252,850,256,1e-19,3.32,99.99999672,20.00026602,8.54087919,-0.94796893,55861,5.586e-15,12.569694995899999,100.0,20.00021834,5.04047642,0.0,2.1739565181e-14
253,850,256,5e-19,3.32,99.99999671,20.003130300000002,8.54128109,-0.94804669,11173,5.5869999999999995e-15,2.5159270763,100.0,20.0030829,5.04048219,0.0,2.1741122011999998e-14
254,850,256,1e-18,3.32,99.99999671,20.00671066,8.54178348,-0.94814389,5587,5.5869999999999995e-15,1.2529351711,100.0,20.00666361,5.04048941,0.0,2.1743068048999998e-14
255,850,256,5e-18,3.32,99.99999671,20.02819282,8.54479813,-0.94872685,1118,5.59e-15,0.25423431399999996,100.0,20.0281478,5.04053273,0.0,2.1754744254e-14
256,850,256,1e-17,3.32,99.99999671,20.02819282,8.54479813,-0.94872685,559,5.59e-15,0.12871575359999998,100.0,20.0281478,5.04053273,0.0,2.1754744254e-14
257,850,256,5e-17,3.32,99.99999670000001,20.09980001,8.55485097,-0.95066729,112,5.6e-15,0.0277872086,100.0,20.099753600000003,5.0406773000000005,0.0,2.1793661205e-14
258,850,256,1e-16,3.32,99.99999670000001,20.09980001,8.55485097,-0.95066729,56,5.6e-15,0.013086318999999999,100.0,20.099753600000003,5.0406773000000005,0.0,2.1793661205e-14
259,850,256,5e-16,3.32,99.99999619,22.9640889,8.96176372,-1.02484039,12,6e-15,0.0030474663,100.0,22.96404954,5.04666809,0.0,2.3350367717e-14
260,850,512,1.0000000000000001e-20,1.66,100.0,20.00011806,5.89620021,-2.39e-06,269933,2.699e-15,72.22097182270001,100.0,20.00007036,5.04047612,0.0,2.173948476e-14
261,850,512,5e-20,1.66,100.0,20.0007108,5.89622475,-2.39e-06,53989,2.699e-15,14.366121053699999,100.0,20.00066317,5.04047732,0.0,2.1739806936e-14
262,850,512,1e-19,1.66,100.0,20.00145174,5.89625543,-2.39e-06,26996,2.7e-15,7.1784398556,100.0,20.00140417,5.04047881,0.0,2.1740209656e-14
263,850,512,5e-19,1.66,100.0,20.002933600000002,5.89631679,-2.39e-06,5401,2.7010000000000003e-15,1.4507448672999999,100.0,20.00288618,5.0404818,0.0,2.1741015096999998e-14
264,850,512,1e-18,1.66,100.0,20.01034292,5.8966236,-2.39e-06,2702,2.702e-15,0.7200577259000001,100.0,20.01029622,5.04049673,0.0,2.1745042295e-14
265,850,512,5e-18,1.66,100.0,20.01034292,5.8966236,-2.39e-06,542,2.7100000000000003e-15,0.147919178,100.0,20.01029622,5.04049673,0.0,2.1745042295e-14
266,850,512,1e-17,1.66,100.0,20.01034292,5.8966236,-2.39e-06,272,2.72e-15,0.0752205849,100.0,20.01029622,5.04049673,0.0,2.1745042295e-14
267,850,512,5e-17,1.66,100.0,20.01034292,5.8966236,-2.39e-06,56,2.8e-15,0.0167908669,100.0,20.01029622,5.04049673,0.0,2.1745042295e-14
268,850,512,1e-16,1.66,100.0,20.01034292,5.8966236,-2.39e-06,29,2.9e-15,0.0079724789,100.0,20.01029622,5.04049673,0.0,2.1745042295e-14
269,850,512,5e-16,1.66,100.0,24.45593658,6.08785169,-3.08e-06,8,3.9999999999999995e-15,0.0023634434,100.0,24.45588918,5.04994896,0.0,2.4161164088000003e-14
270,850,1024,1.0000000000000001e-20,0.8301,100.0,20.00009679,5.88670925,0.0,268383,2.684e-15,92.7452497482,100.0,20.000049100000002,5.04047608,0.0,2.1739473202e-14
271,850,1024,5e-20,0.8301,100.0,20.00069296,5.88673369,0.0,53679,2.684e-15,19.2592644691,100.0,20.00064532,5.04047728,0.0,2.1739797239e-14
272,850,1024,1e-19,0.8301,100.0,20.00143817,5.88676424,0.0,26841,2.684e-15,9.294333934800001,100.0,20.00139061,5.04047878,0.0,2.1740202285e-14
273,850,1024,5e-19,0.8301,100.0,20.0029286,5.88682535,0.0,5370,2.685e-15,1.8665642738,100.0,20.00288117,5.04048179,0.0,2.1741012377e-14
274,850,1024,1e-18,0.8301,100.0,20.0029286,5.88682535,0.0,2686,2.686e-15,0.9292223454,100.0,20.00288117,5.04048179,0.0,2.1741012377e-14
275,850,1024,5e-18,0.8301,100.0,20.01783282,5.88743648,0.0,539,2.695e-15,0.1901984215,100.0,20.01778683,5.04051184,0.0,2.1749113282e-14
276,850,1024,1e-17,0.8301,100.0,20.09235392,5.89049459,0.0,271,2.7100000000000003e-15,0.0973219872,100.0,20.09230681,5.04066225,0.0,2.178961403e-14
277,850,1024,5e-17,0.8301,100.0,20.24139613,5.89662311,0.0,56,2.8e-15,0.0222871304,100.0,20.24135445,5.04096391,0.0,2.1870618999999998e-14
278,850,1024,1e-16,0.8301,100.0,20.24139613,5.89662311,0.0,29,2.9e-15,0.0104758739,100.0,20.24135445,5.04096391,0.0,2.1870618999999998e-14
279,850,1024,5e-16,0.8301,100.0,24.71266236,6.0878511,0.0,8,3.9999999999999995e-15,0.0031161308,100.0,24.71262687,5.05052465,0.0,2.4300695556e-14
280,850,2048,1.0000000000000001e-20,0.415,100.0,20.00025364,5.04047649,0.0,55067,5.507000000000001e-16,26.695110559499998,100.0,20.00020596,5.04047639,0.0,2.1739558453999998e-14
281,850,2048,5e-20,0.415,100.0,20.00243282,5.04048088,0.0,11014,5.507000000000001e-16,5.3656482697,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
282,850,2048,1e-19,0.415,100.0,20.00243282,5.04048088,0.0,5507,5.507000000000001e-16,2.6968665123,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
283,850,2048,5e-19,0.415,100.0,20.02422459,5.04052482,0.0,1102,5.51e-16,0.5412232875999999,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
284,850,2048,1e-18,0.415,100.0,20.02422459,5.04052482,0.0,551,5.51e-16,0.2766189575,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
285,850,2048,5e-18,0.415,100.0,20.31478158,5.04111293,0.0,111,5.549999999999999e-16,0.0577042103,100.0,20.31473825,5.04111284,0.0,2.1910502297e-14
286,850,2048,1e-17,0.415,100.0,20.67797781,5.04185395,0.0,56,5.599999999999999e-16,0.0311143398,100.0,20.67793087,5.04185386,0.0,2.2107893135e-14
287,850,2048,5e-17,0.415,100.0,23.58354765,5.04801716,0.0,12,6e-16,0.0065152644999999995,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
288,850,2048,1e-16,0.415,100.0,23.58354765,5.04801716,0.0,6,6e-16,0.0036139488,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
289,850,2048,5e-16,0.415,100.0,52.63924609,5.13227187,0.0,2,9.999999999999999e-16,0.0016343594,99.99998933,52.63922166,5.14204862,-0.09692744,3.9478944226e-14
290,850,4096,1.0000000000000001e-20,0.2075,100.0,20.00025364,5.04047649,0.0,55067,5.507000000000001e-16,42.4955272675,100.0,20.00020596,5.04047639,0.0,2.1739558455e-14
291,850,4096,5e-20,0.2075,100.0,20.00243282,5.04048088,0.0,11014,5.507000000000001e-16,8.358080864,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
292,850,4096,1e-19,0.2075,100.0,20.00243282,5.04048088,0.0,5507,5.507000000000001e-16,4.2703616619,100.0,20.00238535,5.04048079,0.0,2.1740742907e-14
293,850,4096,5e-19,0.2075,100.0,20.02422459,5.04052482,0.0,1102,5.51e-16,0.8651969433,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
294,850,4096,1e-18,0.2075,100.0,20.02422459,5.04052482,0.0,551,5.51e-16,0.4320027828,100.0,20.02417921,5.04052473,0.0,2.1752587405e-14
295,850,4096,5e-18,0.2075,100.0,20.31478158,5.04111293,0.0,111,5.549999999999999e-16,0.0915203094,100.0,20.31473825,5.04111284,0.0,2.1910502297e-14
296,850,4096,1e-17,0.2075,100.0,20.67797781,5.04185395,0.0,56,5.599999999999999e-16,0.0485816002,100.0,20.67793087,5.04185386,0.0,2.2107893135e-14
297,850,4096,5e-17,0.2075,100.0,23.58354765,5.04801716,0.0,12,6e-16,0.0103037357,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
298,850,4096,1e-16,0.2075,100.0,23.58354765,5.04801716,0.0,6,6e-16,0.0055823326,100.0,23.58350164,5.04801706,0.0,2.368703275e-14
299,850,4096,5e-16,0.2075,100.0,52.63924609,5.13227187,0.0,2,9.999999999999999e-16,0.0025856495,99.99998933,52.63922166,5.14204862,-0.09692744,3.9478944226e-14
300,1000,256,1.0000000000000001e-20,3.906,100.00000001,20.00001091,30.20604987,-1e-08,2573204,2.573e-14,577.3352310658,100.0,19.9999632,5.040475900000001,0.0,2.1739426519e-14
301,1000,256,5e-20,3.906,100.0,20.00005754,30.20608412,-1e-08,514643,2.573e-14,115.4302873611,100.0,20.00000984,5.040476,0.0,2.1739451867e-14
302,1000,256,1e-19,3.906,100.0,20.00013527,30.20614121,-1e-08,257323,2.573e-14,57.761945247700005,100.0,20.00008757,5.04047615,0.0,2.1739494113000002e-14
303,1000,256,5e-19,3.906,100.0,20.00075706,30.20659789,-1e-08,51467,2.573e-14,11.5182440281,100.0,20.00070943,5.04047741,0.0,2.1739832078e-14
304,1000,256,1e-18,3.906,100.0,20.0015343,30.20716874,-1e-08,25735,2.5739999999999996e-14,5.7996411324,100.0,20.00148674,5.04047898,0.0,2.1740254533e-14
305,1000,256,5e-18,3.906,100.0,20.00464327,30.20945216,-1e-08,5149,2.575e-14,1.1716942787,100.0,20.00459601,5.04048524,0.0,2.1741944355000002e-14
306,1000,256,1e-17,3.906,100.0,20.01241569,30.21516072,-1e-08,2576,2.5760000000000002e-14,0.5826458931,100.0,20.01236918,5.04050091,0.0,2.1746168907000002e-14
307,1000,256,5e-17,3.906,100.0,20.02796053,30.22657794,-1e-08,517,2.585e-14,0.1213536263,100.0,20.02791549,5.04053227,0.0,2.1754617996e-14
308,1000,256,1e-16,3.906,100.0,20.10568472,30.28366584,-1e-08,260,2.6e-14,0.0634558201,100.0,20.10563888,5.04068919,0.0,2.1796859725e-14
309,1000,256,5e-16,3.906,100.0,20.4165815,30.51204745,-1e-08,54,2.7000000000000005e-14,0.0124640465,100.0,20.41653871,5.04131989,0.0,2.1965829473e-14
310,1000,512,1.0000000000000001e-20,1.953,100.00000001,20.0000163,27.69514837,0.0,2352997,2.3530000000000002e-14,634.7214200497,100.0,19.99996859,5.04047592,0.0,2.1739429452e-14
